Frame Number,bubblegum,mumbathon,gaze-distance_bubblegum_mumbathon
10839,"0.6656403158585, 0.6919900709295",Missing,One player's frame missing
10840,"0.6495217090759999, 0.6885167972035",Missing,One player's frame missing
10841,"0.6358855128115, 0.6732515244445",Missing,One player's frame missing
10842,"0.6282223442685, 0.6287395601205",Missing,One player's frame missing
10843,"0.6011210078925, 0.6378710498710001",Missing,One player's frame missing
10844,"0.5925308589955001, 0.6272880700055",Missing,One player's frame missing
10845,"0.5957509265355001, 0.6675842493065",Missing,One player's frame missing
10846,"0.6058072300945, 0.6345974284839999",Missing,One player's frame missing
10847,"0.625364246701, 0.605601245412",Missing,One player's frame missing
10848,Noisy,Missing,Both player's frame missing
10849,"0.6337198162666667, 0.5918894232886667",Missing,One player's frame missing
10850,"0.637315645625, 0.5845279689630001",Missing,One player's frame missing
10851,"0.6432697559989999, 0.5659768615205001",Missing,One player's frame missing
10852,"0.651184609782, 0.552746808131",Missing,One player's frame missing
10853,"0.659920286822, 0.546158899051",Noisy,One player's frame missing
10854,"0.664394508176, 0.5362563407936667",Noisy,One player's frame missing
10855,"0.8823002521325, 0.278002979337",Noisy,One player's frame missing
10856,"0.8744865287815, 0.284105446673",Noisy,One player's frame missing
10857,"0.8714051400995, 0.286022575165",Noisy,One player's frame missing
10858,"0.932622756962, 0.27135232342599996",Noisy,One player's frame missing
10859,"0.4978300283235, 0.7014855414254999",Noisy,One player's frame missing
10860,"0.489920999326, 0.7038389974729999",Noisy,One player's frame missing
10861,"0.4930371868115, 0.71488686694",Noisy,One player's frame missing
10862,"0.4961057290395, 0.7229804444495",Noisy,One player's frame missing
10863,"0.500622669227, 0.7257904847835",Noisy,One player's frame missing
10864,"0.50842638898, 0.7136873597235001",Noisy,One player's frame missing
10865,"0.5065002636405, 0.7167029560675",Noisy,One player's frame missing
10866,"0.5072585905545, 0.7161795881445",Missing,One player's frame missing
10867,"0.5077414833905, 0.7131312771009999",Noisy,One player's frame missing
10868,"0.507939753309, 0.710798969834",Noisy,One player's frame missing
10869,"0.507930428882, 0.7138507553990001",Noisy,One player's frame missing
10870,"0.5084964335075, 0.710693926685",Noisy,One player's frame missing
10871,"0.5073266191420001, 0.7137890336730001",Noisy,One player's frame missing
10872,"0.5059610299065, 0.7183817581559999",Noisy,One player's frame missing
10873,"0.501610479709, 0.701236641716",Noisy,One player's frame missing
10874,"0.500933242541, 0.707643194087",Noisy,One player's frame missing
10875,"0.5200472106645, 0.703308054601",Noisy,One player's frame missing
10876,"0.525370973056, 0.6843046707445",Noisy,One player's frame missing
10877,"0.5243794529520001, 0.6901527473055",Noisy,One player's frame missing
10878,Noisy,Noisy,Both player's frame missing
10879,Noisy,Noisy,Both player's frame missing
10880,Noisy,Noisy,Both player's frame missing
10881,"0.526673537067, 0.7040291863025",Noisy,One player's frame missing
10882,"0.5332354767505, 0.705877056776",Noisy,One player's frame missing
10883,Noisy,Noisy,Both player's frame missing
10884,Noisy,Noisy,Both player's frame missing
10885,"0.5279053425019999, 0.6979763818965",Noisy,One player's frame missing
10886,"0.5240105813125, 0.6974971143255",Noisy,One player's frame missing
10887,Noisy,Noisy,Both player's frame missing
10888,Noisy,Noisy,Both player's frame missing
10889,Noisy,Noisy,Both player's frame missing
10890,Noisy,Noisy,Both player's frame missing
10891,Noisy,Noisy,Both player's frame missing
10892,Noisy,Noisy,Both player's frame missing
10893,Noisy,Noisy,Both player's frame missing
10894,"0.5248965508985, 0.693080520707",Noisy,One player's frame missing
10895,Noisy,Noisy,Both player's frame missing
10896,"0.524873513624, 0.693548784497",Noisy,One player's frame missing
10897,"0.528159334373, 0.682818849748",Noisy,One player's frame missing
10898,"0.5323266361675, 0.703280548002",Noisy,One player's frame missing
10899,"0.534895958408, 0.7112342352654999",Noisy,One player's frame missing
10900,"0.5382398993549999, 0.711447055745",Noisy,One player's frame missing
10901,"0.537467919954, 0.7131991580179999",Noisy,One player's frame missing
10902,"0.5330420688605, 0.6975123439819999",Noisy,One player's frame missing
10903,"0.5366195863130001, 0.7078937428375001",Noisy,One player's frame missing
10904,"0.5399586140265, 0.707695323687",Noisy,One player's frame missing
10905,"0.5400714747, 0.7107242364615001",Noisy,One player's frame missing
10906,"0.54000491997, 0.7116771460275",Noisy,One player's frame missing
10907,"0.533683586639, 0.7068142879585",Noisy,One player's frame missing
10908,"0.5180944022784999, 0.705418089835",Noisy,One player's frame missing
10909,"0.5135635459854999, 0.713410869866",Missing,One player's frame missing
10910,"0.511907983431, 0.711250953961",Missing,One player's frame missing
10911,"0.51206861851, 0.7113929933850001",Missing,One player's frame missing
10912,"0.5045004795175, 0.6951143599584999",Missing,One player's frame missing
10913,Noisy,Missing,Both player's frame missing
10914,Missing,Missing,Both player's frame missing
10915,Noisy,Missing,Both player's frame missing
10916,Noisy,Missing,Both player's frame missing
10917,Noisy,Missing,Both player's frame missing
10918,Noisy,Missing,Both player's frame missing
10919,Noisy,Missing,Both player's frame missing
10920,Noisy,Missing,Both player's frame missing
10921,Noisy,Missing,Both player's frame missing
10922,"0.5014996654724999, 0.6877511048580001",Missing,One player's frame missing
10923,"0.5003402419075, 0.6808967124555001",Missing,One player's frame missing
10924,"0.49937534697200003, 0.677253368883",Missing,One player's frame missing
10925,"0.498706372907, 0.672981289257",Missing,One player's frame missing
10926,"0.5054505909505, 0.68967516421",Missing,One player's frame missing
10927,"0.5116006349585001, 0.6902700003465",Missing,One player's frame missing
10928,"0.5115560829404999, 0.693025867253",Missing,One player's frame missing
10929,"0.5150392564545001, 0.6887405215615",Missing,One player's frame missing
10930,"0.5190569955375, 0.6805043704489999",Missing,One player's frame missing
10931,"0.5229477770435, 0.67815499924",Missing,One player's frame missing
10932,"0.5214102264065, 0.6839848096154999",Noisy,One player's frame missing
10933,"0.5198734654715, 0.677994373446",Noisy,One player's frame missing
10934,"0.51724636664, 0.670175584558",Noisy,One player's frame missing
10935,"0.5177082751425, 0.670092890523",Noisy,One player's frame missing
10936,"0.520872570385, 0.6724293587435",Noisy,One player's frame missing
10937,"0.518221297741, 0.675201455367",Noisy,One player's frame missing
10938,"0.5206494403124999, 0.6688283435425",Noisy,One player's frame missing
10939,"0.517757869049, 0.673570048944",Noisy,One player's frame missing
10940,"0.5187009921355, 0.6764054582225001",Noisy,One player's frame missing
10941,"0.519465989736, 0.6717074735740001",Noisy,One player's frame missing
10942,"0.52051268809, 0.6724138733685",Noisy,One player's frame missing
10943,"0.5174003268490001, 0.679954265487",Off-surface,One player's frame missing
10944,"0.517704356097, 0.679185194912",Off-surface,One player's frame missing
10945,"0.517115733872, 0.6836868032915",Off-surface,One player's frame missing
10946,"0.5183827769705001, 0.679459582553",Off-surface,One player's frame missing
10947,"0.5187958107995, 0.688698490745",Off-surface,One player's frame missing
10948,"0.509374996775, 0.6895414923129999",Noisy,One player's frame missing
10949,"0.5086496965264999, 0.689166423877",Noisy,One player's frame missing
10950,"0.50832212389, 0.6914314602695",Off-surface,One player's frame missing
10951,"0.51147409954, 0.692859933598",Off-surface,One player's frame missing
10952,"0.5130565095865001, 0.6869242254560001",Off-surface,One player's frame missing
10953,"0.5122115619605, 0.6931775988294999",Off-surface,One player's frame missing
10954,"0.512310529683, 0.6946512564830001",Off-surface,One player's frame missing
10955,"0.512676597499, 0.693327956705",Noisy,One player's frame missing
10956,"0.5085564297084999, 0.6729510576315001",Off-surface,One player's frame missing
10957,"0.509541894873, 0.6863914631015",Off-surface,One player's frame missing
10958,"0.5039137448615001, 0.6765213074525",Off-surface,One player's frame missing
10959,"0.5023790241015, 0.668378478265",Missing,One player's frame missing
10960,Noisy,Off-surface,Both player's frame missing
10961,Noisy,Off-surface,Both player's frame missing
10962,Noisy,Off-surface,Both player's frame missing
10963,Noisy,Noisy,Both player's frame missing
10964,Noisy,Noisy,Both player's frame missing
10965,Noisy,Noisy,Both player's frame missing
10966,Noisy,Missing,Both player's frame missing
10967,Noisy,Noisy,Both player's frame missing
10968,Noisy,Noisy,Both player's frame missing
10969,Noisy,Noisy,Both player's frame missing
10970,Noisy,Noisy,Both player's frame missing
10971,Noisy,Noisy,Both player's frame missing
10972,Missing,Noisy,Both player's frame missing
10973,Noisy,Noisy,Both player's frame missing
10974,Noisy,Noisy,Both player's frame missing
10975,"0.4987845450365, 0.664078555257",Noisy,One player's frame missing
10976,"0.507461448825, 0.667245152597",Noisy,One player's frame missing
10977,"0.521935815637, 0.675785013391",Noisy,One player's frame missing
10978,"0.524116180936, 0.6831113749325",Noisy,One player's frame missing
10979,"0.5186360872060001, 0.673464745222",Noisy,One player's frame missing
10980,"0.5173958525625, 0.662053751104",Noisy,One player's frame missing
10981,"0.5175177296460001, 0.6609936880589999",Noisy,One player's frame missing
10982,"0.5142119386885, 0.6655882665865",Noisy,One player's frame missing
10983,"0.5185630293335, 0.6605264178970001",Noisy,One player's frame missing
10984,"0.5161655185145, 0.6636216902884999",Noisy,One player's frame missing
10985,"0.523484984599, 0.6743275194095",Noisy,One player's frame missing
10986,"0.5267457681215, 0.6848537755795001",Noisy,One player's frame missing
10987,"0.5295079514375, 0.683150053821",Noisy,One player's frame missing
10988,"0.531363615223, 0.682472037723",Noisy,One player's frame missing
10989,"0.5349421002673334, 0.685166179962",Noisy,One player's frame missing
10990,"0.5272305852720001, 0.6719985605500001",Noisy,One player's frame missing
10991,"0.5245007343355, 0.6632589495355",Noisy,One player's frame missing
10992,"0.523022504896, 0.66077689315",Noisy,One player's frame missing
10993,"0.524127412798, 0.658860323941",Noisy,One player's frame missing
10994,"0.5229126202356666, 0.6617850594129999",Noisy,One player's frame missing
10995,"0.5288030337695, 0.6712755216495",Noisy,One player's frame missing
10996,"0.532889362021, 0.67891606894",Noisy,One player's frame missing
10997,"0.5313877947325001, 0.6922688128495",Noisy,One player's frame missing
10998,"0.533479426482, 0.7017003497390001",Missing,One player's frame missing
10999,"0.5307219625413332, 0.7122917731810001",Missing,One player's frame missing
11000,"0.5311484097995001, 0.7128288770955",Missing,One player's frame missing
11001,"0.530216627992, 0.7098680519995",Missing,One player's frame missing
11002,"0.5280958907305, 0.721738809636",Missing,One player's frame missing
11003,"0.529231924752, 0.7199274615160001",Missing,One player's frame missing
11004,"0.5319079227435, 0.713946699136",Missing,One player's frame missing
11005,"0.5315217861803334, 0.710460568873",Missing,One player's frame missing
11006,"0.5311599356600001, 0.7102388455615",Missing,One player's frame missing
11007,"0.53273584968, 0.7051175006065",Missing,One player's frame missing
11008,"0.532568150448, 0.7073998847030001",Missing,One player's frame missing
11009,"0.5325953006705, 0.7069827634220001",Missing,One player's frame missing
11010,"0.5238038027216666, 0.6972120773810001",Missing,One player's frame missing
11011,"0.5225463923805, 0.687556334202",Missing,One player's frame missing
11012,"0.5200513473175, 0.6883209344029999",Noisy,One player's frame missing
11013,"0.516955538202, 0.687745524931",Noisy,One player's frame missing
11014,"0.5183885806945, 0.678985498361",Noisy,One player's frame missing
11015,"0.5266516438996667, 0.6996925900650001",Noisy,One player's frame missing
11016,"0.529949396915, 0.7038413576095",Noisy,One player's frame missing
11017,"0.526705875649, 0.708865993783",Noisy,One player's frame missing
11018,"0.522114891423, 0.690918494228",Noisy,One player's frame missing
11019,"0.5197317137615, 0.6831262414035",Noisy,One player's frame missing
11020,"0.5200967888160001, 0.6833833342273333",Noisy,One player's frame missing
11021,"0.519306323181, 0.6818250139475",Noisy,One player's frame missing
11022,"0.5186599743410001, 0.6757146183635",Noisy,One player's frame missing
11023,"0.517330178243, 0.6841058609724999",Noisy,One player's frame missing
11024,"0.51919895607, 0.671495593476",Noisy,One player's frame missing
11025,"0.5267790370515, 0.6952847012945",Noisy,One player's frame missing
11026,"0.5282608245825, 0.697388834012",Noisy,One player's frame missing
11027,"0.5318521055825001, 0.691711900655",Noisy,One player's frame missing
11028,"0.5342813960570001, 0.6853895784064999",Noisy,One player's frame missing
11029,"0.5351817626065, 0.6876467320075",Noisy,One player's frame missing
11030,"0.5355849702543334, 0.6841497664036668",Noisy,One player's frame missing
11031,"0.5321760418695001, 0.6915346366774999",Noisy,One player's frame missing
11032,"0.530810597688, 0.692625020596",Noisy,One player's frame missing
11033,"0.5336310125735, 0.6843492110014999",Noisy,One player's frame missing
11034,"0.5336745129575, 0.6911887941735",Noisy,One player's frame missing
11035,"0.5337133737053333, 0.6870744847360001",Noisy,One player's frame missing
11036,"0.5353036364429999, 0.6883066745894999",Noisy,One player's frame missing
11037,"0.536905674701, 0.680767473792",Noisy,One player's frame missing
11038,"0.5342643646034999, 0.6752261420345",Noisy,One player's frame missing
11039,"0.534218547958, 0.679007579129",Noisy,One player's frame missing
11040,"0.534734753722, 0.6742559059505",Noisy,One player's frame missing
11041,"0.5334712478866667, 0.6802549998530001",Noisy,One player's frame missing
11042,"0.536226444719, 0.6721682671279999",Noisy,One player's frame missing
11043,"0.5308455074735, 0.679073874844",Noisy,One player's frame missing
11044,"0.5304727797775, 0.6801299257884998",Noisy,One player's frame missing
11045,"0.530104626606, 0.67836256913",Noisy,One player's frame missing
11046,"0.531541596706, 0.67938809714",Noisy,One player's frame missing
11047,"0.5314744998200001, 0.672990093605",Noisy,One player's frame missing
11048,"0.531785076785, 0.673273034115",Noisy,One player's frame missing
11049,"0.529195307105, 0.6771346602355",Noisy,One player's frame missing
11050,"0.528013197509, 0.678347281655",Noisy,One player's frame missing
11051,"0.5269692694223332, 0.6801453801216666",Noisy,One player's frame missing
11052,"0.528967115932, 0.677233387362",Noisy,One player's frame missing
11053,"0.5301383778455, 0.676388876189",Noisy,One player's frame missing
11054,"0.529486243432, 0.6763923409729999",Noisy,One player's frame missing
11055,"0.5277138264315, 0.6828599901329999",Noisy,One player's frame missing
11056,"0.526602174839, 0.6826130847766666",Noisy,One player's frame missing
11057,"0.518949708338, 0.6670783704500001",Noisy,One player's frame missing
11058,"0.5167646032955, 0.6579128997995001",Noisy,One player's frame missing
11059,"0.516339217726, 0.652436232895",Noisy,One player's frame missing
11060,"0.5153208146755, 0.6472292810325",Noisy,One player's frame missing
11061,"0.5155918584104999, 0.6475462313960001",Noisy,One player's frame missing
11062,"0.5228504004045, 0.6625476286430001",Noisy,One player's frame missing
11063,"0.5237249216365, 0.6724741396005001",Noisy,One player's frame missing
11064,"0.5255838084335, 0.675453942673",Noisy,One player's frame missing
11065,"0.525110256893, 0.676107742433",Noisy,One player's frame missing
11066,"0.5262424033415001, 0.6793294220225001",Noisy,One player's frame missing
11067,"0.5277627854205, 0.6784896451385001",Noisy,One player's frame missing
11068,"0.526944824211, 0.67554236717",Noisy,One player's frame missing
11069,"0.5264647750465, 0.6774621101360001",Noisy,One player's frame missing
11070,"0.5259509111675, 0.6728938684715",Noisy,One player's frame missing
11071,"0.524297712872, 0.679304860891",Noisy,One player's frame missing
11072,"0.524194057659, 0.6784902091145",Noisy,One player's frame missing
11073,"0.524963047827, 0.6793730100095",Noisy,One player's frame missing
11074,"0.5254480296215001, 0.6751270818685",Noisy,One player's frame missing
11075,"0.5246119982005, 0.6796005891254999",Noisy,One player's frame missing
11076,"0.519812777963, 0.673430927584",Noisy,One player's frame missing
11077,"0.5241027085965, 0.675220884683",Noisy,One player's frame missing
11078,"0.5218278966350001, 0.6789655863185",Noisy,One player's frame missing
11079,"0.511089362155, 0.6869461269135",Noisy,One player's frame missing
11080,"0.513570891686, 0.6820235348504999",Noisy,One player's frame missing
11081,"0.513061737356, 0.6810716323304999",Noisy,One player's frame missing
11082,"0.5125017264180001, 0.6881265847044999",Noisy,One player's frame missing
11083,"0.513035899448, 0.6925409548250001",Noisy,One player's frame missing
11084,"0.515472213987, 0.6864650082545001",Noisy,One player's frame missing
11085,"0.5146932076995, 0.6901212797484999",Noisy,One player's frame missing
11086,"0.5166225809680001, 0.6877740968019999",Noisy,One player's frame missing
11087,"0.5152535772705, 0.6875484002885",Noisy,One player's frame missing
11088,"0.513663534979, 0.6862024160085001",Noisy,One player's frame missing
11089,"0.516268024598, 0.679758704982",Noisy,One player's frame missing
11090,"0.5168799676465, 0.6773502107405",Noisy,One player's frame missing
11091,"0.5159853346265, 0.6757399365810001",Noisy,One player's frame missing
11092,"0.52123079155, 0.6804533972255",Noisy,One player's frame missing
11093,"0.5265312667490001, 0.6840533250895",Noisy,One player's frame missing
11094,"0.5265152312050001, 0.681281796986",Noisy,One player's frame missing
11095,"0.5276775867804999, 0.6830012308444999",Noisy,One player's frame missing
11096,"0.5288750078494999, 0.684678511778",Noisy,One player's frame missing
11097,"0.527933192788, 0.6855365087804999",Noisy,One player's frame missing
11098,"0.5270077003595, 0.6922527481165",Noisy,One player's frame missing
11099,"0.526926594846, 0.6929252243419999",Noisy,One player's frame missing
11100,"0.5260331430015, 0.696642410103",Noisy,One player's frame missing
11101,"0.5238275737965, 0.6936921894179999",Noisy,One player's frame missing
11102,"0.5236745256705, 0.689960566291",Noisy,One player's frame missing
11103,"0.5225299333019999, 0.6945547375885",Noisy,One player's frame missing
11104,"0.5239341793635, 0.6934560032945",Noisy,One player's frame missing
11105,"0.5213644378135, 0.695533567901",Noisy,One player's frame missing
11106,"0.5231423186035, 0.6902011118715",Noisy,One player's frame missing
11107,"0.5176483867095001, 0.6806492554845001",Noisy,One player's frame missing
11108,"0.507050571086, 0.6677990192085",Noisy,One player's frame missing
11109,"0.5005439174885, 0.6559712967244999",Noisy,One player's frame missing
11110,"0.498067846384, 0.6524472012125",Noisy,One player's frame missing
11111,"0.49854303231100006, 0.6508125107730001",Noisy,One player's frame missing
11112,"0.49644572894600003, 0.6493302460770001",Noisy,One player's frame missing
11113,"0.502211385012, 0.6620851008065001",Noisy,One player's frame missing
11114,"0.5074507130424999, 0.665437636492",Noisy,One player's frame missing
11115,"0.5086200056895, 0.6687319824175",Noisy,One player's frame missing
11116,"0.5117791134055, 0.6660640813275001",Noisy,One player's frame missing
11117,"0.5077882995574999, 0.6686701606430001",Noisy,One player's frame missing
11118,"0.5103930474659999, 0.6690743500105",Noisy,One player's frame missing
11119,"0.5101513719545, 0.6720892814320001",Noisy,One player's frame missing
11120,"0.511542399342, 0.66926044691",Noisy,One player's frame missing
11121,"0.4860673866205, 0.6752571209004999",Noisy,One player's frame missing
11122,"0.47654788516049995, 0.6743204494495001",Noisy,One player's frame missing
11123,"0.474762024782, 0.679454098721",Noisy,One player's frame missing
11124,"0.4773314041655, 0.6818731996015",Noisy,One player's frame missing
11125,"0.4750192650135, 0.6772120925110001",Noisy,One player's frame missing
11126,"0.475203913373, 0.6722014409754999",Noisy,One player's frame missing
11127,"0.47709513593749997, 0.6728335633305",Noisy,One player's frame missing
11128,"0.4749932601255, 0.675821534652",Noisy,One player's frame missing
11129,"0.4749284919655, 0.6751885086365",Noisy,One player's frame missing
11130,"0.4735260518900001, 0.6761291143904999",Noisy,One player's frame missing
11131,"0.47466840423699996, 0.671075115039",Noisy,One player's frame missing
11132,"0.46964279296550004, 0.6596452184745",Noisy,One player's frame missing
11133,"0.473448979835, 0.66346520929",Noisy,One player's frame missing
11134,Missing,Noisy,Both player's frame missing
11135,"0.4759094041905, 0.665676073405",Noisy,One player's frame missing
11136,"0.46792913385900003, 0.655319755002",Noisy,One player's frame missing
11137,"0.466306119651, 0.6445581255949999",Noisy,One player's frame missing
11138,"0.4788130888475, 0.6594253837525",Noisy,One player's frame missing
11139,"0.497124253942, 0.668490069909",Noisy,One player's frame missing
11140,"0.4956758938095, 0.675882405699",Noisy,One player's frame missing
11141,"0.497236712541, 0.6766805499415001",Noisy,One player's frame missing
11142,"0.4964329265035, 0.679383944527",Noisy,One player's frame missing
11143,"0.49698537146599997, 0.6827691923825001",Noisy,One player's frame missing
11144,"0.498424681963, 0.6844504753910001",Noisy,One player's frame missing
11145,"0.497024818064, 0.6851490700195",Noisy,One player's frame missing
11146,"0.4985175670445, 0.6888643465235",Noisy,One player's frame missing
11147,"0.4978379988505, 0.688996321062",Noisy,One player's frame missing
11148,"0.49733464836999997, 0.6896615197735",Noisy,One player's frame missing
11149,"0.49853897110050005, 0.6917711562669999",Noisy,One player's frame missing
11150,"0.4977306885415, 0.6935952004485",Noisy,One player's frame missing
11151,"0.4836877905425, 0.6880342450865",Noisy,One player's frame missing
11152,"0.476855814899, 0.692077948573",Noisy,One player's frame missing
11153,"0.476342196422, 0.6923856467089999",Noisy,One player's frame missing
11154,"0.4768763284845, 0.6960239121284999",Noisy,One player's frame missing
11155,"0.478054893238, 0.6962721050884999",Noisy,One player's frame missing
11156,"0.47495632892350004, 0.6926368464245001",Noisy,One player's frame missing
11157,Noisy,Noisy,Both player's frame missing
11158,"0.475109418097, 0.6968578535450001",Noisy,One player's frame missing
11159,"0.476028344784, 0.6976528472385",Noisy,One player's frame missing
11160,"0.4772059270795, 0.6959303821889999",Noisy,One player's frame missing
11161,"0.47595466808700004, 0.6967258689359999",Noisy,One player's frame missing
11162,"0.47513047439200007, 0.6936504739735",Noisy,One player's frame missing
11163,"0.4750074619475, 0.6919367388295",Noisy,One player's frame missing
11164,"0.475071074638, 0.689949667809",Noisy,One player's frame missing
11165,"0.47575721888950007, 0.6836399493834999",Noisy,One player's frame missing
11166,"0.48002124653199996, 0.686826313369",Noisy,One player's frame missing
11167,"0.517760350463, 0.7096215790045",Noisy,One player's frame missing
11168,Noisy,Noisy,Both player's frame missing
11169,Noisy,Noisy,Both player's frame missing
11170,Noisy,Noisy,Both player's frame missing
11171,Noisy,Noisy,Both player's frame missing
11172,Noisy,Noisy,Both player's frame missing
11173,"0.5335036617444999, 0.7516431733594999",Noisy,One player's frame missing
11174,"0.5313577326845, 0.7433327631995",Noisy,One player's frame missing
11175,"0.531049741009, 0.737336540264",Noisy,One player's frame missing
11176,"0.530927233337, 0.731256009873",Noisy,One player's frame missing
11177,"0.5322189404, 0.7229449206293332",Noisy,One player's frame missing
11178,"0.5333264434525, 0.7202258527895",Noisy,One player's frame missing
11179,"0.5343626206709999, 0.7161802288385",Noisy,One player's frame missing
11180,"0.533312496715, 0.720219205847",Noisy,One player's frame missing
11181,"0.535167386441, 0.7194999004075",Noisy,One player's frame missing
11182,"0.533908890196, 0.7165810615326667",Noisy,One player's frame missing
11183,"0.536069486928, 0.7140326588795001",Noisy,One player's frame missing
11184,"0.534777161365, 0.7103967039915",Noisy,One player's frame missing
11185,"0.5349181603265001, 0.7143938892674999",Noisy,One player's frame missing
11186,"0.53447602857, 0.715119096436",Noisy,One player's frame missing
11187,"0.5338614280813333, 0.71467481512",Noisy,One player's frame missing
11188,"0.536000908648, 0.7096737060284999",Noisy,One player's frame missing
11189,"0.5366507640945, 0.7082899026515",Noisy,One player's frame missing
11190,"0.5360947549055, 0.7080169272345",Noisy,One player's frame missing
11191,"0.539022934292, 0.7092486331929999",Noisy,One player's frame missing
11192,"0.5389454653586667, 0.7070227751276666",Noisy,One player's frame missing
11193,"0.5391107503970001, 0.7080061452699999",Noisy,One player's frame missing
11194,"0.5391364831265, 0.708091395281",Noisy,One player's frame missing
11195,"0.5400258651900001, 0.7076206044319999",Noisy,One player's frame missing
11196,"0.539006088159, 0.706711620715",Noisy,One player's frame missing
11197,"0.5366174791645, 0.6955108448384999",Noisy,One player's frame missing
11198,"0.5398701539073333, 0.6985499418190001",Noisy,One player's frame missing
11199,"0.539125395473, 0.698846370618",Noisy,One player's frame missing
11200,"0.540541453787, 0.7034822538545",Noisy,One player's frame missing
11201,"0.540226805903, 0.705505691811",Noisy,One player's frame missing
11202,"0.5424227185185, 0.704185206209",Noisy,One player's frame missing
11203,"0.5405206508196666, 0.704335994676",Noisy,One player's frame missing
11204,"0.5426794762665, 0.7000061974859999",Noisy,One player's frame missing
11205,"0.540371868604, 0.7004043742920001",Noisy,One player's frame missing
11206,"0.536201819707, 0.686428324437","0.143335734071375, 0.8693484042231251",0.4333630312239619
11207,"0.5397482522385, 0.692089304521",Noisy,One player's frame missing
11208,"0.5433516918833333, 0.6874000914656667",Noisy,One player's frame missing
11209,"0.5414979070404999, 0.657389774286",Noisy,One player's frame missing
11210,"0.537616266817, 0.652347864499",Noisy,One player's frame missing
11211,"0.535638685432, 0.646548820684",Noisy,One player's frame missing
11212,"0.5349223252199999, 0.64517788941",Noisy,One player's frame missing
11213,"0.538468911139, 0.656732470368",Noisy,One player's frame missing
11214,"0.5420682136926667, 0.6665477944293333",Off-surface,One player's frame missing
11215,"0.5428017415199999, 0.6702304014355001",Off-surface,One player's frame missing
11216,"0.543275217279, 0.678921143043",Noisy,One player's frame missing
11217,"0.5436451489280001, 0.6765922997364999",Noisy,One player's frame missing
11218,"0.5451225949345, 0.676997926166",Noisy,One player's frame missing
11219,"0.5435262491326667, 0.674123800912",Noisy,One player's frame missing
11220,"0.5422159856065, 0.6778602556825",Noisy,One player's frame missing
11221,"0.5431479204, 0.674302265033",Noisy,One player's frame missing
11222,"0.543275066022, 0.669771212405",Noisy,One player's frame missing
11223,"0.5435902456274999, 0.6753813374545",Noisy,One player's frame missing
11224,"0.5438432969453334, 0.675273955341",Noisy,One player's frame missing
11225,"0.544796411381, 0.671782930093",Noisy,One player's frame missing
11226,"0.545354426434, 0.6673016409520001",Noisy,One player's frame missing
11227,"0.5444752186075, 0.666441170558",Noisy,One player's frame missing
11228,"0.546293122611, 0.662870455263",Noisy,One player's frame missing
11229,"0.5467308220705, 0.6623627188904999",Noisy,One player's frame missing
11230,"0.5464197174956668, 0.6614128667753333",Noisy,One player's frame missing
11231,"0.548226658704, 0.6575245251990001",Noisy,One player's frame missing
11232,"0.5476179261805, 0.65803013272",Noisy,One player's frame missing
11233,"0.5467521001910001, 0.6581323172385",Noisy,One player's frame missing
11234,"0.545533693701, 0.6482182023925",Noisy,One player's frame missing
11235,"0.5469227035006666, 0.654903367855",Noisy,One player's frame missing
11236,"0.548016120042, 0.657339273561",Noisy,One player's frame missing
11237,"0.547034677601, 0.6547530283305",Noisy,One player's frame missing
11238,"0.5498338220785, 0.659883154092",Noisy,One player's frame missing
11239,"0.5521530426845, 0.6634114259175",Noisy,One player's frame missing
11240,"0.5512100736236666, 0.664683833406",Noisy,One player's frame missing
11241,"0.551175940053, 0.666992367155",Noisy,One player's frame missing
11242,"0.5533071224855, 0.670833075862",Noisy,One player's frame missing
11243,"0.555152656797, 0.6739745374005",Noisy,One player's frame missing
11244,"0.5538869575605001, 0.6727427618124999",Noisy,One player's frame missing
11245,"0.5556033881250001, 0.67510724961",Noisy,One player's frame missing
11246,"0.554375159657, 0.67570565942",Noisy,One player's frame missing
11247,"0.5564048756935, 0.672915843445",Noisy,One player's frame missing
11248,"0.5544502020235, 0.6761015174835",Noisy,One player's frame missing
11249,"0.5537828844195001, 0.674427963819",Noisy,One player's frame missing
11250,"0.5538273584865, 0.672336652269",Noisy,One player's frame missing
11251,"0.5526526989355001, 0.674528736277",Noisy,One player's frame missing
11252,"0.5535682018795001, 0.6696611639804999",Noisy,One player's frame missing
11253,"0.551269927228, 0.655298743796",Noisy,One player's frame missing
11254,"0.5523043656705, 0.6631721919995",Noisy,One player's frame missing
11255,"0.5488991958605001, 0.6664263685335",Noisy,One player's frame missing
11256,"0.5462644945045, 0.661530256869",Noisy,One player's frame missing
11257,"0.5476192613224999, 0.665284559253",Noisy,One player's frame missing
11258,"0.547695620979, 0.665886889763",Noisy,One player's frame missing
11259,"0.5470477668505, 0.6667214766545",Noisy,One player's frame missing
11260,"0.5479752116859999, 0.6648838262725",Noisy,One player's frame missing
11261,"0.55175639335, 0.668741208177",Noisy,One player's frame missing
11262,"0.5531506263670001, 0.6801101454185",Noisy,One player's frame missing
11263,"0.55221367162, 0.677210057388",Noisy,One player's frame missing
11264,"0.552516564684, 0.6759456387239999",Noisy,One player's frame missing
11265,"0.5522505559575, 0.672231119356",Noisy,One player's frame missing
11266,"0.5520044186040001, 0.672653966373",Noisy,One player's frame missing
